time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-06-02 00:00:00+00:00,1.0,1.0,5,3
2023-06-03 00:00:00+00:00,2.0,2.0,4,2
2023-06-04 00:00:00+00:00,1.0,1.0,3,2
2023-06-05 00:00:00+00:00,2.0,2.0,12,4
2023-06-06 00:00:00+00:00,1.0,1.0,13,7
2023-06-07 00:00:00+00:00,1.0,1.0,11,5
2023-06-08 00:00:00+00:00,1.0,1.0,14,10
2023-06-09 00:00:00+00:00,1.0,1.0,6,3
2023-06-10 00:00:00+00:00,2.0,2.0,5,2
2023-06-11 00:00:00+00:00,1.0,1.0,5,5
2023-06-12 00:00:00+00:00,2.0,2.0,10,6
2023-06-13 00:00:00+00:00,1.0,1.0,10,5
2023-06-14 00:00:00+00:00,1.0,1.0,9,8
2023-06-15 00:00:00+00:00,,,8,5
