time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-03-17 00:00:00+00:00,1.0,1.0,2,2
2024-03-18 00:00:00+00:00,2.0,2.0,24,7
2024-03-19 00:00:00+00:00,1.0,1.0,33,6
2024-03-20 00:00:00+00:00,1.0,1.0,20,9
2024-03-21 00:00:00+00:00,1.0,1.0,9,8
2024-03-22 00:00:00+00:00,1.0,1.0,7,6
2024-03-23 00:00:00+00:00,1.0,1.0,5,3
2024-03-24 00:00:00+00:00,1.0,1.0,1,1
2024-03-25 00:00:00+00:00,1.0,1.0,4,3
2024-03-26 00:00:00+00:00,1.0,1.0,8,8
2024-03-27 00:00:00+00:00,1.0,1.0,24,7
2024-03-28 00:00:00+00:00,2.0,2.0,13,4
2024-03-29 00:00:00+00:00,2.0,2.0,10,4
2024-03-30 00:00:00+00:00,,,8,3
