time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-06-11 00:00:00+00:00,14,4,3,2
2026-06-12 00:00:00+00:00,8,3,0,0
2026-06-13 00:00:00+00:00,9,4,0,0
2026-06-14 00:00:00+00:00,19,5,0,0
2026-06-15 00:00:00+00:00,13,3,1,1
2026-06-16 00:00:00+00:00,21,7,0,0
2026-06-17 00:00:00+00:00,17,7,7,3
2026-06-18 00:00:00+00:00,32,9,5,4
2026-06-19 00:00:00+00:00,21,6,8,5
2026-06-20 00:00:00+00:00,38,10,2,1
2026-06-21 00:00:00+00:00,33,10,0,0
2026-06-22 00:00:00+00:00,28,10,8,4
2026-06-23 00:00:00+00:00,34,9,2,2
2026-06-24 00:00:00+00:00,25,5,1,1
