time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-04-08 00:00:00+00:00,13,5,22,5
2026-04-09 00:00:00+00:00,28,9,5,4
2026-04-10 00:00:00+00:00,5,5,5,4
2026-04-11 00:00:00+00:00,12,8,1,1
2026-04-12 00:00:00+00:00,24,7,1,1
2026-04-13 00:00:00+00:00,23,9,10,3
2026-04-14 00:00:00+00:00,4,4,9,3
2026-04-15 00:00:00+00:00,15,6,0,0
2026-04-16 00:00:00+00:00,31,10,2,2
2026-04-17 00:00:00+00:00,17,8,4,4
2026-04-18 00:00:00+00:00,26,9,1,1
2026-04-19 00:00:00+00:00,33,13,1,1
2026-04-20 00:00:00+00:00,39,18,0,0
2026-04-21 00:00:00+00:00,59,26,5,5
