time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-09-13 00:00:00+00:00,6,3,7,3
2023-09-14 00:00:00+00:00,4,2,4,1
2023-09-15 00:00:00+00:00,2,2,5,2
2023-09-16 00:00:00+00:00,6,2,1,1
2023-09-17 00:00:00+00:00,6,4,1,1
2023-09-18 00:00:00+00:00,4,3,21,3
2023-09-19 00:00:00+00:00,1,1,19,5
2023-09-20 00:00:00+00:00,1,1,11,5
2023-09-21 00:00:00+00:00,8,3,4,1
2023-09-22 00:00:00+00:00,4,2,6,4
2023-09-23 00:00:00+00:00,1,1,14,6
2023-09-24 00:00:00+00:00,1,1,7,3
2023-09-25 00:00:00+00:00,3,3,69,15
2023-09-26 00:00:00+00:00,1,1,17,9
