referrer,views_total,views_unique
github.com,35,2
Google,11,2
Bing,11,1
methods-in-microbiomics.readthedocs.io,4,1
yandex.ru,2,1
au-mynotebook.labarchives.com,1,1
t.co,1,1
forum.qiime2.org,1,1
DuckDuckGo,1,1
