time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-04-22 00:00:00+00:00,1.0,1.0,1,1
2024-04-23 00:00:00+00:00,1.0,1.0,14,6
2024-04-24 00:00:00+00:00,5.0,2.0,2,2
2024-04-25 00:00:00+00:00,1.0,1.0,13,8
2024-04-26 00:00:00+00:00,5.0,2.0,3,3
2024-04-27 00:00:00+00:00,1.0,1.0,1,1
2024-04-28 00:00:00+00:00,1.0,1.0,1,1
2024-04-29 00:00:00+00:00,1.0,1.0,20,12
2024-04-30 00:00:00+00:00,1.0,1.0,19,9
2024-05-01 00:00:00+00:00,1.0,1.0,41,6
2024-05-02 00:00:00+00:00,1.0,1.0,4,3
2024-05-03 00:00:00+00:00,5.0,2.0,7,5
2024-05-04 00:00:00+00:00,1.0,1.0,5,2
2024-05-05 00:00:00+00:00,,,3,2
