url_path,views_total,views_unique
/ErnakovichLab/dada2_ernakovichlab,77,22
/ErnakovichLab/dada2_ernakovichlab/tree/main/R,19,3
/ErnakovichLab/dada2_ernakovichlab/blob/main/README.md,14,2
/ErnakovichLab/dada2_ernakovichlab/blob/main/CITATION.cff,10,4
/ErnakovichLab/dada2_ernakovichlab/tree/main/.github/workflows,10,2
/ErnakovichLab/dada2_ernakovichlab/tree/main/slurm,8,2
/ErnakovichLab/dada2_ernakovichlab/blob/main/.github/workflows/github-repo-stats.yml,7,2
/ErnakovichLab/dada2_ernakovichlab/blob/main/dada2_tutorial_16S_all.Rmd,6,2
/ErnakovichLab/dada2_ernakovichlab/tree/main/dada2_tutorial_16S_all_files/figure-gfm,6,2
/ErnakovichLab/dada2_ernakovichlab/blob/main/dada2_tutorial_16S_all.md,6,1
