time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-09-08 00:00:00+00:00,,,2,2
2024-09-09 00:00:00+00:00,,,12,4
2024-09-10 00:00:00+00:00,2.0,2.0,9,6
2024-09-11 00:00:00+00:00,3.0,1.0,93,9
2024-09-12 00:00:00+00:00,,,8,4
2024-09-13 00:00:00+00:00,,,11,5
2024-09-14 00:00:00+00:00,,,3,3
2024-09-15 00:00:00+00:00,,,1,1
2024-09-16 00:00:00+00:00,,,17,5
2024-09-17 00:00:00+00:00,1.0,1.0,10,5
2024-09-18 00:00:00+00:00,1.0,1.0,47,8
2024-09-19 00:00:00+00:00,4.0,1.0,5,3
2024-09-20 00:00:00+00:00,3.0,1.0,6,5
2024-09-21 00:00:00+00:00,,,3,2
