time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-06-29 00:00:00+00:00,1.0,1.0,1,1
2025-06-30 00:00:00+00:00,1.0,1.0,10,3
2025-07-01 00:00:00+00:00,6.0,6.0,12,4
2025-07-02 00:00:00+00:00,1.0,1.0,15,6
2025-07-03 00:00:00+00:00,2.0,2.0,13,4
2025-07-04 00:00:00+00:00,5.0,5.0,3,2
2025-07-05 00:00:00+00:00,1.0,1.0,2,1
2025-07-06 00:00:00+00:00,4.0,4.0,1,1
2025-07-07 00:00:00+00:00,5.0,5.0,8,4
2025-07-08 00:00:00+00:00,2.0,2.0,7,6
2025-07-09 00:00:00+00:00,4.0,4.0,3,3
2025-07-10 00:00:00+00:00,5.0,5.0,2,2
2025-07-11 00:00:00+00:00,6.0,6.0,2,2
2025-07-12 00:00:00+00:00,,,2,2
