time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-01-29 00:00:00+00:00,10,6,3,2
2026-01-30 00:00:00+00:00,8,4,3,2
2026-01-31 00:00:00+00:00,8,4,0,0
2026-02-01 00:00:00+00:00,15,7,5,5
2026-02-02 00:00:00+00:00,14,6,1,1
2026-02-03 00:00:00+00:00,14,6,4,2
2026-02-04 00:00:00+00:00,5,5,3,2
2026-02-05 00:00:00+00:00,8,8,20,4
2026-02-06 00:00:00+00:00,7,3,7,4
2026-02-07 00:00:00+00:00,16,8,1,1
2026-02-08 00:00:00+00:00,8,4,2,1
2026-02-09 00:00:00+00:00,11,7,4,4
2026-02-10 00:00:00+00:00,2,2,0,0
2026-02-11 00:00:00+00:00,6,2,7,6
