url_path,views_total,views_unique
/ErnakovichLab/dada2_ernakovichlab,40,14
/ErnakovichLab/dada2_ernakovichlab/tree/split_for_premise,6,3
/ErnakovichLab/dada2_ernakovichlab/issues/13,2,1
