time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-01-30 00:00:00+00:00,5,3,22.0,5.0
2025-01-31 00:00:00+00:00,4,2,5.0,3.0
2025-02-01 00:00:00+00:00,3,2,,
2025-02-02 00:00:00+00:00,4,2,4.0,1.0
2025-02-03 00:00:00+00:00,4,3,3.0,3.0
2025-02-04 00:00:00+00:00,4,2,3.0,2.0
2025-02-05 00:00:00+00:00,5,2,17.0,6.0
2025-02-06 00:00:00+00:00,1,1,10.0,5.0
2025-02-07 00:00:00+00:00,5,3,16.0,8.0
2025-02-08 00:00:00+00:00,5,2,1.0,1.0
2025-02-09 00:00:00+00:00,4,2,19.0,2.0
2025-02-10 00:00:00+00:00,1,1,35.0,5.0
2025-02-11 00:00:00+00:00,1,1,26.0,6.0
