time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-08-12 00:00:00+00:00,2,2,16,6
2025-08-13 00:00:00+00:00,3,3,22,8
2025-08-14 00:00:00+00:00,1,1,9,6
2025-08-15 00:00:00+00:00,1,1,9,7
2025-08-16 00:00:00+00:00,5,5,3,1
2025-08-17 00:00:00+00:00,1,1,1,1
2025-08-18 00:00:00+00:00,4,4,16,10
2025-08-19 00:00:00+00:00,1,1,11,4
2025-08-20 00:00:00+00:00,6,6,3,3
2025-08-21 00:00:00+00:00,1,1,10,7
2025-08-22 00:00:00+00:00,4,4,19,5
2025-08-23 00:00:00+00:00,1,1,1,1
2025-08-24 00:00:00+00:00,1,1,2,2
2025-08-25 00:00:00+00:00,2,2,8,5
