time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-09-11 00:00:00+00:00,2.0,2.0,10,3
2023-09-12 00:00:00+00:00,2.0,2.0,34,2
2023-09-13 00:00:00+00:00,6.0,3.0,7,3
2023-09-14 00:00:00+00:00,4.0,2.0,4,1
2023-09-15 00:00:00+00:00,2.0,2.0,5,2
2023-09-16 00:00:00+00:00,6.0,2.0,1,1
2023-09-17 00:00:00+00:00,6.0,4.0,1,1
2023-09-18 00:00:00+00:00,4.0,3.0,21,3
2023-09-19 00:00:00+00:00,1.0,1.0,19,5
2023-09-20 00:00:00+00:00,1.0,1.0,11,5
2023-09-21 00:00:00+00:00,8.0,3.0,4,1
2023-09-22 00:00:00+00:00,4.0,2.0,6,4
2023-09-23 00:00:00+00:00,1.0,1.0,14,6
2023-09-24 00:00:00+00:00,,,7,3
