time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-04-28 00:00:00+00:00,13,4,2,2
2026-04-29 00:00:00+00:00,12,3,1,1
2026-04-30 00:00:00+00:00,28,10,4,2
2026-05-01 00:00:00+00:00,21,6,2,1
2026-05-02 00:00:00+00:00,31,7,0,0
2026-05-03 00:00:00+00:00,26,8,0,0
2026-05-04 00:00:00+00:00,5,4,2,2
2026-05-05 00:00:00+00:00,1,1,0,0
2026-05-06 00:00:00+00:00,10,5,2,2
2026-05-07 00:00:00+00:00,14,5,0,0
2026-05-08 00:00:00+00:00,20,8,1,1
2026-05-09 00:00:00+00:00,2,2,0,0
2026-05-10 00:00:00+00:00,19,6,0,0
2026-05-11 00:00:00+00:00,26,8,3,3
