time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-12-07 00:00:00+00:00,8,4,1.0,1.0
2025-12-08 00:00:00+00:00,3,3,6.0,6.0
2025-12-09 00:00:00+00:00,8,5,2.0,2.0
2025-12-10 00:00:00+00:00,7,3,5.0,3.0
2025-12-11 00:00:00+00:00,6,2,,
2025-12-12 00:00:00+00:00,8,4,1.0,1.0
2025-12-13 00:00:00+00:00,4,4,2.0,2.0
2025-12-14 00:00:00+00:00,9,5,3.0,1.0
2025-12-15 00:00:00+00:00,2,2,8.0,3.0
2025-12-16 00:00:00+00:00,9,5,5.0,3.0
2025-12-17 00:00:00+00:00,11,7,1.0,1.0
2025-12-18 00:00:00+00:00,7,3,5.0,5.0
2025-12-19 00:00:00+00:00,10,5,2.0,1.0
2025-12-20 00:00:00+00:00,8,3,,
