url_path,views_total,views_unique
/ErnakovichLab/dada2_ernakovichlab,65,28
/ErnakovichLab/dada2_ernakovichlab/tree/split_for_premise,6,5
/ErnakovichLab/dada2_ernakovichlab/blob/main/CITATION.cff,4,2
/ErnakovichLab/dada2_ernakovichlab/blob/main/R/00_setup_dada2_tutorial_16S.R,4,1
/ErnakovichLab/dada2_ernakovichlab/tree/github-repo-stats/ErnakovichLab/dada2_ernakovichlab,4,1
/ErnakovichLab/dada2_ernakovichlab/tree/github-repo-stats/ErnakovichLab/dada2_ernakovichlab/latest-report,4,1
/ErnakovichLab/dada2_ernakovichlab/issues/4,2,2
/ErnakovichLab/dada2_ernakovichlab/blob/github-repo-stats/ErnakovichLab/dada2_ernakovichlab/latest-report/report.html,2,1
/ErnakovichLab/dada2_ernakovichlab/blob/github-repo-stats/ErnakovichLab/dada2_ernakovichlab/latest-report/report.pdf,2,1
/ErnakovichLab/dada2_ernakovichlab/blob/main/R/04_learn_error_rates_dada2_tutorial_16S.R,2,1
