time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-06-10 00:00:00+00:00,5.0,2.0,16,3
2025-06-11 00:00:00+00:00,3.0,3.0,10,7
2025-06-12 00:00:00+00:00,4.0,4.0,8,3
2025-06-13 00:00:00+00:00,3.0,3.0,3,2
2025-06-14 00:00:00+00:00,5.0,5.0,14,4
2025-06-15 00:00:00+00:00,1.0,1.0,2,2
2025-06-16 00:00:00+00:00,3.0,2.0,29,8
2025-06-17 00:00:00+00:00,9.0,7.0,2,2
2025-06-18 00:00:00+00:00,4.0,4.0,9,2
2025-06-19 00:00:00+00:00,1.0,1.0,6,5
2025-06-20 00:00:00+00:00,3.0,3.0,7,4
2025-06-21 00:00:00+00:00,1.0,1.0,1,1
2025-06-22 00:00:00+00:00,4.0,4.0,1,1
2025-06-23 00:00:00+00:00,,,6,5
