time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-03-30 00:00:00+00:00,5.0,3.0,4,3
2025-03-31 00:00:00+00:00,1.0,1.0,6,6
2025-04-01 00:00:00+00:00,1.0,1.0,10,5
2025-04-02 00:00:00+00:00,2.0,2.0,4,4
2025-04-03 00:00:00+00:00,5.0,2.0,18,10
2025-04-04 00:00:00+00:00,4.0,2.0,5,5
2025-04-05 00:00:00+00:00,5.0,2.0,2,2
2025-04-06 00:00:00+00:00,2.0,2.0,2,2
2025-04-07 00:00:00+00:00,1.0,1.0,26,9
2025-04-08 00:00:00+00:00,5.0,2.0,8,6
2025-04-09 00:00:00+00:00,2.0,2.0,7,6
2025-04-10 00:00:00+00:00,3.0,2.0,5,4
2025-04-11 00:00:00+00:00,5.0,2.0,21,6
2025-04-12 00:00:00+00:00,,,5,3
