time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-02-05 00:00:00+00:00,5,2,17,6
2025-02-06 00:00:00+00:00,1,1,10,5
2025-02-07 00:00:00+00:00,5,3,16,8
2025-02-08 00:00:00+00:00,5,2,1,1
2025-02-09 00:00:00+00:00,4,2,19,2
2025-02-10 00:00:00+00:00,1,1,35,5
2025-02-11 00:00:00+00:00,6,3,28,8
2025-02-12 00:00:00+00:00,4,2,50,5
2025-02-13 00:00:00+00:00,2,2,34,7
2025-02-14 00:00:00+00:00,3,2,7,6
2025-02-15 00:00:00+00:00,3,2,10,2
2025-02-16 00:00:00+00:00,5,2,6,3
2025-02-17 00:00:00+00:00,5,2,6,3
2025-02-18 00:00:00+00:00,1,1,10,6
