time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-05-13 00:00:00+00:00,9,3,7.0,5.0
2024-05-14 00:00:00+00:00,1,1,25.0,12.0
2024-05-15 00:00:00+00:00,1,1,14.0,7.0
2024-05-16 00:00:00+00:00,1,1,20.0,5.0
2024-05-17 00:00:00+00:00,1,1,10.0,6.0
2024-05-18 00:00:00+00:00,1,1,1.0,1.0
2024-05-19 00:00:00+00:00,5,2,,
2024-05-20 00:00:00+00:00,1,1,27.0,4.0
2024-05-21 00:00:00+00:00,1,1,55.0,7.0
2024-05-22 00:00:00+00:00,1,1,3.0,1.0
2024-05-23 00:00:00+00:00,1,1,55.0,2.0
2024-05-24 00:00:00+00:00,5,2,13.0,6.0
2024-05-25 00:00:00+00:00,1,1,,
2024-05-26 00:00:00+00:00,4,1,1.0,1.0
