time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-07-04 00:00:00+00:00,2.0,1.0,1,1
2024-07-05 00:00:00+00:00,3.0,1.0,14,2
2024-07-06 00:00:00+00:00,,,1,1
2024-07-07 00:00:00+00:00,,,5,4
2024-07-08 00:00:00+00:00,4.0,1.0,8,5
2024-07-09 00:00:00+00:00,,,13,6
2024-07-10 00:00:00+00:00,3.0,1.0,34,9
2024-07-11 00:00:00+00:00,3.0,1.0,7,5
2024-07-12 00:00:00+00:00,1.0,1.0,25,4
2024-07-13 00:00:00+00:00,,,22,3
2024-07-14 00:00:00+00:00,,,7,3
2024-07-15 00:00:00+00:00,,,6,3
2024-07-16 00:00:00+00:00,1.0,1.0,4,4
2024-07-17 00:00:00+00:00,,,6,4
