time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-04-23 00:00:00+00:00,1,1,14,6
2024-04-24 00:00:00+00:00,5,2,2,2
2024-04-25 00:00:00+00:00,1,1,13,8
2024-04-26 00:00:00+00:00,5,2,3,3
2024-04-27 00:00:00+00:00,1,1,1,1
2024-04-28 00:00:00+00:00,1,1,1,1
2024-04-29 00:00:00+00:00,1,1,20,12
2024-04-30 00:00:00+00:00,1,1,19,9
2024-05-01 00:00:00+00:00,1,1,41,6
2024-05-02 00:00:00+00:00,1,1,4,3
2024-05-03 00:00:00+00:00,5,2,7,5
2024-05-04 00:00:00+00:00,1,1,5,2
2024-05-05 00:00:00+00:00,5,2,3,2
2024-05-06 00:00:00+00:00,1,1,6,4
