time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-01-02 00:00:00+00:00,1,1,9,5
2024-01-03 00:00:00+00:00,1,1,15,4
2024-01-04 00:00:00+00:00,2,2,3,1
2024-01-05 00:00:00+00:00,1,1,32,7
2024-01-06 00:00:00+00:00,1,1,2,1
2024-01-07 00:00:00+00:00,1,1,1,1
2024-01-08 00:00:00+00:00,2,2,3,2
2024-01-09 00:00:00+00:00,1,1,9,4
2024-01-10 00:00:00+00:00,3,2,3,2
2024-01-11 00:00:00+00:00,1,1,7,4
2024-01-12 00:00:00+00:00,2,2,3,1
2024-01-13 00:00:00+00:00,1,1,2,2
2024-01-14 00:00:00+00:00,2,2,2,2
2024-01-15 00:00:00+00:00,3,2,3,2
