time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-08-25 00:00:00+00:00,4,4,8.0,5.0
2025-08-26 00:00:00+00:00,3,3,7.0,7.0
2025-08-27 00:00:00+00:00,3,3,31.0,7.0
2025-08-28 00:00:00+00:00,3,3,7.0,5.0
2025-08-29 00:00:00+00:00,4,4,4.0,4.0
2025-08-30 00:00:00+00:00,4,4,1.0,1.0
2025-08-31 00:00:00+00:00,2,2,1.0,1.0
2025-09-01 00:00:00+00:00,3,3,5.0,3.0
2025-09-02 00:00:00+00:00,2,2,17.0,8.0
2025-09-03 00:00:00+00:00,5,5,6.0,6.0
2025-09-04 00:00:00+00:00,6,5,3.0,3.0
2025-09-05 00:00:00+00:00,4,4,4.0,3.0
2025-09-06 00:00:00+00:00,1,1,,
