referrer,views_total,views_unique
Google,18,9
github.com,6,6
Bing,4,3
hhollandmoritz.github.io,1,1
statics.teams.cdn.office.net,1,1
DuckDuckGo,1,1
illumina.lightning.force.com,1,1
