referrer,views_total,views_unique
t.co,49,16
mail.google.com,27,1
Bing,11,1
github.com,6,2
Google,5,2
au-mynotebook.labarchives.com,2,1
yandex.ru,2,1
forum.qiime2.org,1,1
DuckDuckGo,1,1
