referrer,views_total,views_unique
t.co,44,13
mail.google.com,27,1
github.com,17,2
Bing,11,1
Google,5,2
forum.qiime2.org,2,2
yandex.ru,2,1
au-mynotebook.labarchives.com,1,1
DuckDuckGo,1,1
