time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-11-04 00:00:00+00:00,13,5,7.0,5.0
2025-11-05 00:00:00+00:00,10,8,5.0,4.0
2025-11-06 00:00:00+00:00,10,7,3.0,3.0
2025-11-07 00:00:00+00:00,11,5,10.0,4.0
2025-11-08 00:00:00+00:00,5,4,5.0,3.0
2025-11-09 00:00:00+00:00,11,5,1.0,1.0
2025-11-10 00:00:00+00:00,12,6,15.0,3.0
2025-11-11 00:00:00+00:00,3,3,8.0,6.0
2025-11-12 00:00:00+00:00,21,5,7.0,6.0
2025-11-13 00:00:00+00:00,11,6,8.0,4.0
2025-11-14 00:00:00+00:00,3,3,7.0,5.0
2025-11-15 00:00:00+00:00,4,3,1.0,1.0
2025-11-16 00:00:00+00:00,2,2,,
2025-11-17 00:00:00+00:00,1,1,1.0,1.0
