time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-10-15 00:00:00+00:00,4,3,6.0,6.0
2025-10-16 00:00:00+00:00,7,2,12.0,7.0
2025-10-17 00:00:00+00:00,19,4,3.0,2.0
2025-10-18 00:00:00+00:00,3,2,3.0,3.0
2025-10-19 00:00:00+00:00,1,1,,
2025-10-20 00:00:00+00:00,8,3,53.0,4.0
2025-10-21 00:00:00+00:00,1,1,22.0,3.0
2025-10-22 00:00:00+00:00,14,4,2.0,2.0
2025-10-23 00:00:00+00:00,1,1,6.0,3.0
2025-10-24 00:00:00+00:00,2,2,,
2025-10-25 00:00:00+00:00,5,5,,
2025-10-26 00:00:00+00:00,19,9,4.0,4.0
2025-10-27 00:00:00+00:00,5,5,7.0,2.0
2025-10-28 00:00:00+00:00,18,3,4.0,3.0
