time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-06-20 00:00:00+00:00,1,1,6,6
2023-06-21 00:00:00+00:00,1,1,5,4
2023-06-22 00:00:00+00:00,3,2,3,3
2023-06-23 00:00:00+00:00,1,1,2,1
2023-06-24 00:00:00+00:00,1,1,2,1
2023-06-25 00:00:00+00:00,1,1,2,1
2023-06-26 00:00:00+00:00,3,3,8,5
2023-06-27 00:00:00+00:00,1,1,4,3
2023-06-28 00:00:00+00:00,2,2,3,2
2023-06-29 00:00:00+00:00,1,1,7,5
2023-06-30 00:00:00+00:00,1,1,6,5
2023-07-01 00:00:00+00:00,1,1,2,1
2023-07-02 00:00:00+00:00,1,1,3,2
2023-07-03 00:00:00+00:00,1,1,6,4
