time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-03-26 00:00:00+00:00,6,2,22,9
2026-03-27 00:00:00+00:00,9,5,36,7
2026-03-28 00:00:00+00:00,5,4,10,2
2026-03-29 00:00:00+00:00,18,10,0,0
2026-03-30 00:00:00+00:00,5,5,10,4
2026-03-31 00:00:00+00:00,9,5,5,3
2026-04-01 00:00:00+00:00,4,4,33,9
2026-04-02 00:00:00+00:00,15,7,6,3
2026-04-03 00:00:00+00:00,14,6,4,3
2026-04-04 00:00:00+00:00,9,5,0,0
2026-04-05 00:00:00+00:00,10,5,1,1
2026-04-06 00:00:00+00:00,2,2,4,3
2026-04-07 00:00:00+00:00,7,3,5,4
2026-04-08 00:00:00+00:00,13,5,22,5
