url_path,views_total,views_unique
/ErnakovichLab/dada2_ernakovichlab,88,30
/ErnakovichLab/dada2_ernakovichlab/tree/split_for_premise,14,7
/ErnakovichLab/dada2_ernakovichlab/blob/main/dada2_tutorial_16S_all.Rmd,5,1
/ErnakovichLab/dada2_ernakovichlab/issues,3,2
/ErnakovichLab/dada2_ernakovichlab/blob/main/dada2_tutorial_16S_all_files/figure-gfm/unnamed-chunk-34-9.png,3,1
/ErnakovichLab/dada2_ernakovichlab/blob/github-repo-stats/ErnakovichLab/dada2_ernakovichlab/latest-report/report.pdf,2,1
/ErnakovichLab/dada2_ernakovichlab/blob/main/dada2_tutorial_16S_all_files/figure-gfm/unnamed-chunk-34-1.png,2,1
/ErnakovichLab/dada2_ernakovichlab/blob/main/dada2_tutorial_16S_all.md,2,1
/ErnakovichLab/dada2_ernakovichlab/blob/main/R/00_setup_dada2_tutorial_16S.R,2,1
/ErnakovichLab/dada2_ernakovichlab/fork,2,1
