time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-03-26 00:00:00+00:00,1,1,8,8
2024-03-27 00:00:00+00:00,1,1,24,7
2024-03-28 00:00:00+00:00,2,2,13,4
2024-03-29 00:00:00+00:00,2,2,10,4
2024-03-30 00:00:00+00:00,1,1,8,3
2024-03-31 00:00:00+00:00,1,1,3,2
2024-04-01 00:00:00+00:00,1,1,6,4
2024-04-02 00:00:00+00:00,1,1,14,5
2024-04-03 00:00:00+00:00,1,1,7,5
2024-04-04 00:00:00+00:00,1,1,3,3
2024-04-05 00:00:00+00:00,1,1,9,4
2024-04-06 00:00:00+00:00,1,1,1,1
2024-04-07 00:00:00+00:00,1,1,2,2
2024-04-08 00:00:00+00:00,1,1,10,6
