time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-04-22 00:00:00+00:00,79,29,1,1
2026-04-23 00:00:00+00:00,83,28,2,2
2026-04-24 00:00:00+00:00,55,20,3,2
2026-04-25 00:00:00+00:00,48,19,0,0
2026-04-26 00:00:00+00:00,9,5,0,0
2026-04-27 00:00:00+00:00,20,7,1,1
2026-04-28 00:00:00+00:00,13,4,2,2
2026-04-29 00:00:00+00:00,12,3,1,1
2026-04-30 00:00:00+00:00,28,10,4,2
2026-05-01 00:00:00+00:00,21,6,2,1
2026-05-02 00:00:00+00:00,31,7,0,0
2026-05-03 00:00:00+00:00,26,8,0,0
2026-05-04 00:00:00+00:00,5,4,2,2
2026-05-05 00:00:00+00:00,1,1,0,0
