time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-05-07 00:00:00+00:00,5.0,2.0,26.0,6.0
2024-05-08 00:00:00+00:00,5.0,2.0,10.0,3.0
2024-05-09 00:00:00+00:00,5.0,2.0,6.0,3.0
2024-05-10 00:00:00+00:00,5.0,2.0,9.0,5.0
2024-05-11 00:00:00+00:00,1.0,1.0,,
2024-05-12 00:00:00+00:00,5.0,2.0,1.0,1.0
2024-05-13 00:00:00+00:00,9.0,3.0,7.0,5.0
2024-05-14 00:00:00+00:00,1.0,1.0,25.0,12.0
2024-05-15 00:00:00+00:00,1.0,1.0,14.0,7.0
2024-05-16 00:00:00+00:00,1.0,1.0,20.0,5.0
2024-05-17 00:00:00+00:00,1.0,1.0,10.0,6.0
2024-05-18 00:00:00+00:00,1.0,1.0,1.0,1.0
2024-05-19 00:00:00+00:00,5.0,2.0,,
2024-05-20 00:00:00+00:00,,,27.0,4.0
