time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-04-08 00:00:00+00:00,2.0,2.0,10.0,6.0
2024-04-09 00:00:00+00:00,1.0,1.0,25.0,9.0
2024-04-10 00:00:00+00:00,1.0,1.0,5.0,5.0
2024-04-11 00:00:00+00:00,1.0,1.0,4.0,4.0
2024-04-12 00:00:00+00:00,1.0,1.0,7.0,4.0
2024-04-13 00:00:00+00:00,1.0,1.0,1.0,1.0
2024-04-14 00:00:00+00:00,,,2.0,2.0
2024-04-15 00:00:00+00:00,2.0,2.0,46.0,4.0
2024-04-16 00:00:00+00:00,1.0,1.0,19.0,7.0
2024-04-17 00:00:00+00:00,1.0,1.0,7.0,6.0
2024-04-18 00:00:00+00:00,1.0,1.0,13.0,7.0
2024-04-19 00:00:00+00:00,1.0,1.0,6.0,5.0
2024-04-20 00:00:00+00:00,1.0,1.0,2.0,2.0
2024-04-21 00:00:00+00:00,1.0,1.0,,
