time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-02-03 00:00:00+00:00,4.0,3.0,3,3
2025-02-04 00:00:00+00:00,4.0,2.0,3,2
2025-02-05 00:00:00+00:00,5.0,2.0,17,6
2025-02-06 00:00:00+00:00,1.0,1.0,10,5
2025-02-07 00:00:00+00:00,5.0,3.0,16,8
2025-02-08 00:00:00+00:00,5.0,2.0,1,1
2025-02-09 00:00:00+00:00,4.0,2.0,19,2
2025-02-10 00:00:00+00:00,1.0,1.0,35,5
2025-02-11 00:00:00+00:00,6.0,3.0,28,8
2025-02-12 00:00:00+00:00,4.0,2.0,50,5
2025-02-13 00:00:00+00:00,2.0,2.0,34,7
2025-02-14 00:00:00+00:00,3.0,2.0,7,6
2025-02-15 00:00:00+00:00,3.0,2.0,10,2
2025-02-16 00:00:00+00:00,,,6,3
